"FacilityID","SiyenzaDate","SiyenzaWeek","SiyenzaPeriod","CopYear","Headcount","HPRS_Visits","HPRS_files_processed","CCMDD_files_processed","CCMDD_TIER","CCMDD_Manual","CCMDD_Synch","CCMDD_cases_unaccounted_for_and_corrected","HTS_(community_+_facility_+_KP)","HTS+_(community_+_facility_+_KP)","HTS_TST_POS_Extended","HTS_TST_POS_IP","HTS_TST_POS_Weekend","HTS","HTS+","TX_NEW","TPT","TX_NEW_IP","TX_NEW_Extended","TX_NEW_SAME_DAY","TX_NEW_Weekend","TX_CURR_28_day","TX_CURR_90_day","CURR_DATA","CURR_RTC","EARLYMISSED","LATEMISSED","ULTF","cLTF","LTFU_contacted","LTFU_recalled","VerificationStatus"
"1","2019-08-07 00:00:00","32","201908","COP18","","","4.0","","","","","","69.0","1.0","0.0","1.0","0.0","41.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","2.0","11.0","","","","","73.0","11.0","VERIFIED"
"1","2019-08-08 00:00:00","32","201908","COP18","560.0","220.0","1.0","0.0","0.0","0.0","","0.0","60.0","2.0","0.0","2.0","0.0","26.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","2202.0","2411.0","1.0","11.0","49.0","38.0","90.0","1221.0","32.0","11.0","VERIFIED"
"1","2019-08-09 00:00:00","32","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-10 00:00:00","32","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-11 00:00:00","32","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-12 00:00:00","33","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-13 00:00:00","33","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-14 00:00:00","33","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-15 00:00:00","33","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-16 00:00:00","33","201908","COP18","","","","","","","","","","","","","","","","","","","","","","2202.0","","","","","","","","","","NOT VERIFIED"
"1","2019-08-17 00:00:00","33","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-18 00:00:00","33","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-19 00:00:00","34","201908","COP18","","","3.0","","","","","","30.0","2.0","0.0","2.0","0.0","30.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","0.0","8.0","","","","","18.0","8.0","VERIFIED"
"1","2019-08-20 00:00:00","34","201908","COP18","","","4.0","","","","","","40.0","2.0","0.0","2.0","0.0","40.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","0.0","4.0","","","","","21.0","8.0","VERIFIED"
"1","2019-08-21 00:00:00","34","201908","COP18","","","10.0","","","","","","34.0","1.0","0.0","1.0","0.0","34.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","11.0","1.0","","","","","20.0","11.0","VERIFIED"
"1","2019-08-22 00:00:00","34","201908","COP18","","","1.0","","","","","","39.0","1.0","0.0","1.0","0.0","39.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","","","0.0","2.0","","","","","18.0","2.0","VERIFIED"
"1","2019-08-23 00:00:00","34","201908","COP18","965.0","143.0","3.0","0.0","1.0","3.0","","0.0","31.0","1.0","0.0","1.0","0.0","31.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","2240.0","2433.0","0.0","2.0","74.0","67.0","98.0","0.0","20.0","2.0","VERIFIED"
"1","2019-08-24 00:00:00","34","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-25 00:00:00","34","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-08-26 00:00:00","35","201908","COP18","","","11.0","","","","","","25.0","1.0","0.0","1.0","0.0","25.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","","","0.0","4.0","","","","","30.0","4.0","VERIFIED"
"1","2019-08-27 00:00:00","35","201908","COP18","","","0.0","","","","","","40.0","0.0","0.0","0.0","0.0","40.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","7.0","","","","","42.0","7.0","VERIFIED"
"1","2019-08-28 00:00:00","35","201908","COP18","","","5.0","0.0","","","","0.0","40.0","1.0","0.0","1.0","0.0","40.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","2.0","5.0","","","","","58.0","5.0","VERIFIED"
"1","2019-08-29 00:00:00","35","201908","COP18","","","1.0","","","","","","26.0","1.0","0.0","0.0","0.0","26.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","2.0","9.0","","","","","35.0","9.0","VERIFIED"
"1","2019-08-30 00:00:00","35","201908","COP18","844.0","200.0","0.0","0.0","0.0","0.0","","0.0","14.0","0.0","0.0","0.0","0.0","14.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2243.0","2433.0","0.0","7.0","105.0","85.0","107.0","","35.0","7.0","VERIFIED"
"1","2019-08-31 00:00:00","35","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-09-01 00:00:00","35","201909","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-09-02 00:00:00","36","201909","COP18","","","3.0","","","","","","24.0","0.0","0.0","0.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","","","","10.0","10.0","","","","","35.0","10.0","VERIFIED"
"1","2019-09-03 00:00:00","36","201909","COP18","","","0.0","","","","","","28.0","0.0","0.0","0.0","0.0","28.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","8.0","","","","","25.0","8.0","VERIFIED"
"1","2019-09-04 00:00:00","36","201909","COP18","","","2.0","","","","","","40.0","2.0","0.0","2.0","0.0","40.0","2.0","2.0","0.0","1.0","0.0","2.0","0.0","","","1.0","19.0","","","","","90.0","2.0","VERIFIED"
"1","2019-09-05 00:00:00","36","201909","COP18","","","4.0","","","","","","36.0","2.0","0.0","2.0","0.0","36.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","21.0","2.0","","","","","93.0","0.0","VERIFIED"
"1","2019-09-06 00:00:00","36","201909","COP18","741.0","0.0","4.0","0.0","0.0","0.0","","0.0","43.0","2.0","0.0","2.0","0.0","43.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","2238.0","2441.0","2.0","17.0","56.0","61.0","65.0","21.0","75.0","3.0","VERIFIED"
"1","2019-09-07 00:00:00","36","201909","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-09-08 00:00:00","36","201909","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-09-09 00:00:00","37","201909","COP18","","","4.0","","","","","","43.0","2.0","0.0","2.0","0.0","43.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","2.0","3.0","","72.0","71.0","","75.0","3.0","VERIFIED"
"1","2019-09-10 00:00:00","37","201909","COP18","","","3.0","","","","","","51.0","3.0","0.0","3.0","0.0","51.0","3.0","3.0","3.0","3.0","0.0","3.0","0.0","","","2.0","4.0","","","","","75.0","4.0","VERIFIED"
"1","2019-09-11 00:00:00","37","201909","COP18","","","4.0","","","","","","32.0","2.0","0.0","2.0","0.0","32.0","2.0","1.0","1.0","1.0","0.0","1.0","0.0","","","0.0","15.0","","","","","75.0","5.0","VERIFIED"
"1","2019-09-12 00:00:00","37","201909","COP18","","","3.0","","","","","","36.0","2.0","0.0","0.0","0.0","36.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","3.0","3.0","","","","","25.0","3.0","VERIFIED"
"1","2019-09-13 00:00:00","37","201909","COP18","612.0","0.0","0.0","0.0","0.0","0.0","","0.0","24.0","0.0","0.0","0.0","0.0","24.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2207.0","2447.0","0.0","5.0","69.0","63.0","69.0","13.0","50.0","5.0","VERIFIED"
"1","2019-09-15 00:00:00","37","201909","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-09-16 00:00:00","38","201909","COP18","","","3.0","","","","","","42.0","2.0","0.0","2.0","0.0","42.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","0.0","9.0","139.0","","71.0","","46.0","9.0","VERIFIED"
"1","2019-09-17 00:00:00","38","201909","COP18","","","","","","","","","34.0","2.0","0.0","0.0","0.0","34.0","2.0","2.0","3.0","2.0","0.0","2.0","0.0","","","7.0","1.0","","","","","57.0","7.0","VERIFIED"
"1","2019-09-18 00:00:00","38","201909","COP18","","","5.0","","","","","","34.0","2.0","0.0","2.0","0.0","34.0","2.0","2.0","3.0","2.0","0.0","2.0","0.0","","","1.0","7.0","","","","","57.0","7.0","VERIFIED"
"1","2019-09-19 00:00:00","38","201909","COP18","","","8.0","","","","","","18.0","2.0","","","","18.0","2.0","2.0","2.0","2.0","0.0","2.0","","","","0.0","9.0","","","","","56.0","9.0","VERIFIED"
"1","2019-09-20 00:00:00","38","201909","COP18","897.0","139.0","18.0","0.0","0.0","0.0","30.0","0.0","40.0","1.0","0.0","1.0","","40.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","2232.0","2454.0","0.0","12.0","61.0","55.0","68.0","0.0","50.0","12.0","VERIFIED"
"1","2019-09-21 00:00:00","38","201909","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-09-22 00:00:00","38","201909","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-09-23 00:00:00","39","201909","COP18","","","2.0","","","","","","36.0","2.0","0.0","2.0","0.0","36.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","4.0","11.0","","58.0","73.0","","54.0","11.0","VERIFIED"
"1","2019-09-24 00:00:00","39","201909","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-09-25 00:00:00","39","201909","COP18","","","6.0","","","","","","41.0","2.0","0.0","2.0","0.0","41.0","2.0","4.0","4.0","4.0","0.0","2.0","0.0","","","0.0","9.0","","","","","64.0","9.0","VERIFIED"
"1","2019-09-26 00:00:00","39","201909","COP18","","","19.0","","","","","","44.0","1.0","0.0","1.0","0.0","44.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","0.0","7.0","","","","","70.0","7.0","VERIFIED"
"1","2019-09-27 00:00:00","39","201909","COP18","532.0","64.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","2.0","0.0","2.0","0.0","34.0","2.0","3.0","3.0","3.0","0.0","2.0","0.0","2238.0","2456.0","0.0","5.0","35.0","50.0","78.0","0.0","63.0","5.0","VERIFIED"
"1","2019-09-28 00:00:00","39","201909","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-09-29 00:00:00","39","201909","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-09-30 00:00:00","40","201909","COP18","","","3.0","","","","","","12.0","1.0","0.0","1.0","0.0","12.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","2.0","4.0","56.0","56.0","82.0","","42.0","4.0","VERIFIED"
"1","2019-10-01 00:00:00","40","201910","COP19","","","3.0","","","","","","13.0","0.0","0.0","0.0","0.0","13.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","8.0","17.0","","","","","78.0","7.0","VERIFIED"
"1","2019-10-02 00:00:00","40","201910","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-10-03 00:00:00","40","201910","COP19","","","4.0","","","","","","13.0","1.0","0.0","1.0","0.0","13.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","0.0","5.0","","","","","40.0","5.0","VERIFIED"
"1","2019-10-04 00:00:00","40","201910","COP19","452.0","88.0","0.0","0.0","0.0","0.0","0.0","0.0","15.0","2.0","","","","15.0","2.0","2.0","2.0","1.0","0.0","2.0","0.0","2280.0","2446.0","3.0","0.0","69.0","53.0","82.0","0.0","87.0","5.0","VERIFIED"
"1","2019-10-05 00:00:00","40","201910","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-10-06 00:00:00","40","201910","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-10-07 00:00:00","41","201910","COP19","","","4.0","","","","","","15.0","2.0","0.0","2.0","0.0","15.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","2.0","9.0","86.0","58.0","","","61.0","9.0","VERIFIED"
"1","2019-10-08 00:00:00","41","201910","COP19","","","1.0","","","","","","33.0","1.0","0.0","1.0","0.0","33.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","2.0","5.0","","","","","129.0","5.0","VERIFIED"
"1","2019-10-09 00:00:00","41","201910","COP19","","","0.0","","","","","","40.0","3.0","0.0","3.0","0.0","40.0","3.0","3.0","3.0","3.0","0.0","3.0","0.0","","","1.0","5.0","","","","","42.0","5.0","VERIFIED"
"1","2019-10-10 00:00:00","41","201910","COP19","","","1.0","","","","","","24.0","1.0","0.0","1.0","0.0","24.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","3.0","0.0","","","","","56.0","8.0","VERIFIED"
"1","2019-10-11 00:00:00","41","201910","COP19","502.0","","0.0","0.0","0.0","0.0","0.0","0.0","25.0","1.0","0.0","1.0","0.0","25.0","1.0","2.0","2.0","2.0","0.0","1.0","0.0","2311.0","2444.0","3.0","7.0","55.0","62.0","76.0","0.0","54.0","7.0","VERIFIED"
"1","2019-10-12 00:00:00","41","201910","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-10-13 00:00:00","41","201910","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-10-14 00:00:00","42","201910","COP19","","","2.0","","","","","","37.0","2.0","0.0","2.0","0.0","37.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","3.0","3.0","75.0","66.0","85.0","","60.0","3.0","VERIFIED"
"1","2019-10-15 00:00:00","42","201910","COP19","","","3.0","","","","","","26.0","2.0","0.0","2.0","0.0","26.0","2.0","3.0","3.0","3.0","","2.0","0.0","","","0.0","6.0","","","","","53.0","6.0","VERIFIED"
"1","2019-10-16 00:00:00","42","201910","COP19","","","2.0","","","","","","50.0","1.0","0.0","1.0","0.0","50.0","1.0","1.0","2.0","1.0","0.0","1.0","0.0","","","2.0","5.0","","","","","67.0","5.0","VERIFIED"
"1","2019-10-17 00:00:00","42","201910","COP19","","","0.0","","","","","","30.0","0.0","0.0","0.0","0.0","30.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","1.0","4.0","","","","","43.0","4.0","VERIFIED"
"1","2019-10-18 00:00:00","42","201910","COP19","610.0","33.0","0.0","0.0","0.0","0.0","0.0","0.0","39.0","0.0","0.0","0.0","0.0","39.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2333.0","2444.0","0.0","6.0","87.0","48.0","80.0","0.0","47.0","6.0","VERIFIED"
"1","2019-10-19 00:00:00","42","201910","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-10-20 00:00:00","42","201910","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-10-21 00:00:00","43","201910","COP19","","","4.0","","","","","","46.0","4.0","0.0","4.0","0.0","46.0","4.0","4.0","4.0","4.0","0.0","4.0","0.0","","","1.0","6.0","99.0","50.0","","","70.0","6.0","VERIFIED"
"1","2019-10-22 00:00:00","43","201910","COP19","","","","","","","","","53.0","2.0","0.0","2.0","0.0","53.0","2.0","3.0","3.0","2.0","0.0","2.0","0.0","","","0.0","4.0","","","","","48.0","4.0","VERIFIED"
"1","2019-10-23 00:00:00","43","201910","COP19","","","5.0","","","","","","59.0","4.0","","3.0","0.0","59.0","4.0","4.0","4.0","1.0","0.0","4.0","0.0","","","0.0","2.0","","","","","15.0","2.0","VERIFIED"
"1","2019-10-24 00:00:00","43","201910","COP19","","","4.0","","","","","","31.0","3.0","0.0","1.0","0.0","31.0","3.0","4.0","4.0","4.0","0.0","3.0","0.0","","","0.0","3.0","","","","","25.0","3.0","VERIFIED"
"1","2019-10-25 00:00:00","43","201910","COP19","761.0","40.0","0.0","0.0","0.0","0.0","0.0","0.0","35.0","1.0","0.0","1.0","0.0","35.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","2344.0","2454.0","0.0","0.0","56.0","43.0","72.0","0.0","22.0","0.0","VERIFIED"
"1","2019-10-26 00:00:00","43","201910","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-10-27 00:00:00","43","201910","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-10-28 00:00:00","44","201910","COP19","","","5.0","","","","","","45.0","5.0","0.0","3.0","0.0","45.0","5.0","5.0","5.0","3.0","0.0","5.0","0.0","","","2.0","6.0","107.0","46.0","","","54.0","6.0","VERIFIED"
"1","2019-10-29 00:00:00","44","201910","COP19","","","0.0","","","","","","29.0","2.0","0.0","1.0","0.0","29.0","2.0","2.0","2.0","1.0","0.0","2.0","0.0","","","1.0","11.0","","","","","64.0","11.0","VERIFIED"
"1","2019-10-30 00:00:00","44","201910","COP19","","","8.0","","","","","","54.0","1.0","0.0","1.0","0.0","54.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","1.0","6.0","","","","","82.0","6.0","VERIFIED"
"1","2019-10-31 00:00:00","44","201910","COP19","","","0.0","","","","","","58.0","4.0","0.0","4.0","0.0","58.0","4.0","4.0","4.0","4.0","0.0","4.0","0.0","","","0.0","4.0","","","","","30.0","4.0","VERIFIED"
"1","2019-11-01 00:00:00","44","201911","COP19","742.0","68.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","1.0","0.0","0.0","0.0","34.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","2347.0","2463.0","0.0","2.0","118.0","42.0","75.0","0.0","20.0","2.0","VERIFIED"
"1","2019-11-02 00:00:00","44","201911","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-11-03 00:00:00","44","201911","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-11-04 00:00:00","45","201911","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-11-05 00:00:00","45","201911","COP19","","","0.0","","","","","","35.0","0.0","0.0","0.0","0.0","35.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","1.0","7.0","","","","","70.0","7.0","VERIFIED"
"1","2019-11-06 00:00:00","45","201911","COP19","","","0.0","","","","","","19.0","1.0","0.0","1.0","0.0","19.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","0.0","6.0","","","","","42.0","6.0","VERIFIED"
"1","2019-11-07 00:00:00","45","201911","COP19","","","0.0","","","","","","35.0","1.0","0.0","1.0","0.0","35.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","3.0","6.0","","","","","53.0","6.0","VERIFIED"
"1","2019-11-08 00:00:00","45","201911","COP19","736.0","42.0","0.0","0.0","0.0","0.0","24.0","0.0","34.0","0.0","0.0","0.0","0.0","34.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2351.0","2470.0","1.0","0.0","70.0","44.0","73.0","0.0","25.0","0.0","VERIFIED"
"1","2019-11-09 00:00:00","45","201911","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-11-10 00:00:00","45","201911","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-11-11 00:00:00","46","201911","COP19","","","0.0","","","","","","56.0","2.0","0.0","2.0","0.0","56.0","2.0","2.0","2.0","2.0","0.0","2.0","2.0","","","0.0","3.0","","","","","61.0","3.0","VERIFIED"
"1","2019-11-12 00:00:00","46","201911","COP19","","","2.0","","","","","","36.0","2.0","0.0","2.0","0.0","36.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","1.0","4.0","","","","","65.0","4.0","VERIFIED"
"1","2019-11-13 00:00:00","46","201911","COP19","","","1.0","","","","","","23.0","1.0","0.0","0.0","0.0","23.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","1.0","7.0","","","","","55.0","7.0","VERIFIED"
"1","2019-11-14 00:00:00","46","201911","COP19","","","1.0","","","","","","39.0","1.0","0.0","1.0","0.0","39.0","1.0","1.0","2.0","1.0","0.0","1.0","0.0","","","2.0","8.0","","","","","102.0","8.0","VERIFIED"
"1","2019-11-15 00:00:00","46","201911","COP19","626.0","44.0","0.0","0.0","0.0","0.0","0.0","0.0","34.0","0.0","0.0","0.0","0.0","34.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","2344.0","2478.0","1.0","1.0","64.0","42.0","84.0","0.0","31.0","1.0","VERIFIED"
"1","2019-11-16 00:00:00","46","201911","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-11-17 00:00:00","46","201911","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-11-18 00:00:00","47","201911","COP19","","","2.0","","","","","","56.0","2.0","0.0","1.0","0.0","56.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","","","3.0","6.0","","","","","53.0","6.0","VERIFIED"
"1","2019-11-19 00:00:00","47","201911","COP19","","","1.0","","","","","","48.0","1.0","0.0","1.0","0.0","48.0","1.0","1.0","3.0","1.0","0.0","1.0","0.0","","","0.0","5.0","","","","","50.0","5.0","VERIFIED"
"1","2019-11-20 00:00:00","47","201911","COP19","","","4.0","","","","","","26.0","1.0","0.0","1.0","0.0","26.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","0.0","7.0","","","","","62.0","7.0","VERIFIED"
"1","2019-11-21 00:00:00","47","201911","COP19","","","","","","","","","43.0","1.0","0.0","1.0","0.0","43.0","1.0","1.0","2.0","0.0","0.0","1.0","0.0","","","1.0","8.0","","","","","50.0","8.0","VERIFIED"
"1","2019-11-22 00:00:00","47","201911","COP19","842.0","202.0","1.0","0.0","6.0","0.0","0.0","0.0","34.0","0.0","0.0","0.0","0.0","34.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","2311.0","2491.0","0.0","3.0","63.0","41.0","87.0","0.0","30.0","3.0","VERIFIED"
"1","2019-11-23 00:00:00","47","201911","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-11-24 00:00:00","47","201911","COP19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"1","2019-11-25 00:00:00","48","201911","COP19","","","2.0","","","","","","46.0","3.0","0.0","0.0","0.0","46.0","3.0","1.0","1.0","1.0","0.0","1.0","0.0","","","0.0","5.0","72.0","46.0","89.0","","52.0","5.0","VERIFIED"
"1","2019-11-26 00:00:00","48","201911","COP19","","","1.0","","","","","","28.0","1.0","0.0","0.0","0.0","28.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","","","4.0","0.0","","","","","40.0","3.0","VERIFIED"
"1","2019-11-27 00:00:00","48","201911","COP19","","","0.0","","","","","","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","","0.0","0.0","VERIFIED"
"1","2019-11-28 00:00:00","48","201911","COP19","","","2.0","","","","","","28.0","3.0","0.0","3.0","0.0","28.0","3.0","2.0","2.0","2.0","0.0","2.0","0.0","","","0.0","3.0","","","","","55.0","3.0","VERIFIED"
"1","2019-11-29 00:00:00","48","201911","COP19","491.0","204.0","18.0","0.0","0.0","0.0","22.0","0.0","30.0","2.0","0.0","2.0","0.0","30.0","2.0","2.0","2.0","0.0","0.0","2.0","0.0","2314.0","2507.0","0.0","0.0","40.0","42.0","93.0","0.0","10.0","0.0","VERIFIED"
"1","2019-11-30 00:00:00","48","201911","COP19","","","0.0","0.0","","","","0.0","7.0","2.0","0.0","0.0","2.0","7.0","2.0","0.0","0.0","2.0","0.0","0.0","0.0","","","0.0","0.0","","","","","29.0","0.0","NOT VERIFIED"
"2","2019-08-07 00:00:00","32","201908","COP18","","","0.0","0.0","","","","0.0","63.0","4.0","0.0","4.0","0.0","63.0","4.0","4.0","3.0","3.0","0.0","3.0","0.0","","","36.0","8.0","","","","","63.0","18.0","VERIFIED"
"2","2019-08-08 00:00:00","32","201908","COP18","1179.0","1179.0","0.0","0.0","30.0","67.0","0.0","0.0","87.0","2.0","0.0","2.0","0.0","75.0","2.0","2.0","2.0","2.0","0.0","2.0","0.0","3062.0","3289.0","46.0","10.0","72.0","46.0","69.0","0.0","69.0","0.0","VERIFIED"
"2","2019-08-09 00:00:00","32","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"2","2019-08-10 00:00:00","32","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"2","2019-08-11 00:00:00","32","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
"2","2019-08-12 00:00:00","33","201908","COP18","","","0.0","0.0","","","","0.0","70.0","4.0","0.0","3.0","0.0","68.0","2.0","6.0","6.0","5.0","0.0","4.0","0.0","","","56.0","12.0","","","","","72.0","1.0","VERIFIED"
"2","2019-08-13 00:00:00","33","201908","COP18","","","0.0","0.0","","","","0.0","48.0","3.0","0.0","3.0","0.0","45.0","3.0","5.0","4.0","5.0","0.0","3.0","0.0","","","66.0","10.0","","","","","60.0","2.0","VERIFIED"
"2","2019-08-14 00:00:00","33","201908","COP18","","","0.0","0.0","","","","0.0","42.0","1.0","0.0","1.0","0.0","42.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","","","32.0","14.0","","","","","49.0","3.0","VERIFIED"
"2","2019-08-15 00:00:00","33","201908","COP18","","","0.0","0.0","","","","0.0","60.0","4.0","0.0","4.0","0.0","60.0","4.0","3.0","3.0","3.0","0.0","3.0","0.0","","","0.0","0.0","","","","","0.0","0.0","VERIFIED"
"2","2019-08-16 00:00:00","33","201908","COP18","1453.0","1453.0","0.0","0.0","11.0","14.0","0.0","0.0","55.0","1.0","0.0","0.0","0.0","45.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","3071.0","3313.0","0.0","0.0","79.0","61.0","50.0","0.0","50.0","0.0","VERIFIED"
"2","2019-08-17 00:00:00","33","201908","COP18","","","0.0","0.0","","","0.0","0.0","8.0","0.0","0.0","0.0","0.0","8.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","","","0.0","0.0","","","","","0.0","0.0","VERIFIED"
"2","2019-08-18 00:00:00","33","201908","COP18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","NOT VERIFIED"
